Unnamed: 0,NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Year,Station,Distance
4707,OS056,Osceola,Tree,28.17383333,-81.421,0,0,0,0,0,0,Destroyed,2022,USW00012815,28.782146865093345
4708,OS066,Osceola,Tree,28.267,-81.37466667,0,0,0,0,0,0,Destroyed,2022,USW00012815,17.52719086423302
4709,OS068,Osceola,Tree,28.09,-81.28983333,1,1,0,0,0,0,Failed,2022,USW00012815,36.650720810951256
4710,OS075,Osceola,Tree,28.21916667,-81.359,1,1,1,2,2,0,Successful,2022,USW00012815,22.395396638795656
4711,OS083,Osceola,Tree,28.2495,-81.333,0,0,0,0,0,0,Inactive,2022,USW00012815,18.780909300864398
4712,OS084,Osceola,Tree,28.2474054,-81.3169706,1,1,1,2,2,0,Successful,2022,USW00012815,19.006664379533223
4713,OS088,Osceola,Tree,27.829,-81.024,1,1,1,2,2,0,Successful,2022,USW00012843,63.03924723268866
4714,OS097,Osceola,Tree,28.2051144,-81.4274936,0,0,0,0,0,0,Inactive,2022,USW00012815,25.76629140985316
4715,OS102,Osceola,Tree,28.24716667,-81.44533333,1,1,1,2,2,0,Successful,2022,USW00012815,22.41641438491909
4716,OS103,Osceola,Tree,28.3277,-81.27965,1,1,1,2,2,0,Successful,2022,USW00012815,10.965861754075538
4717,OS114,Osceola,Tree,27.94,-81.218833,1,1,1,1,1,0,Successful,2022,USW00012815,54.16801004325234
4718,OS124,Osceola,Tree,27.841333,-81.0245,1,1,0,0,0,0,Failed,2022,USW00012843,63.51614770095433
4719,OS133,Osceola,Tree,27.8892267,-81.0595422,1,1,0,1,0,1,Failed,2022,USW00012815,64.28712121562619
4720,OS135,Osceola,Tree,27.898486,-81.090093,1,1,1,1,1,0,Successful,2022,USW00012815,62.17965099625826
4721,OS139,Osceola,Tree,28.102458,-80.906082,1,1,0,0,0,0,Failed,2022,USW00012815,53.937067279520285
4722,OS140,Osceola,Tree,27.932333,-81.226,1,1,0,0,0,0,Failed,2022,USW00012876,54.057990298673346
4723,OS146,Osceola,Tree,27.9333301,-81.2249752,1,1,1,2,2,0,Successful,2022,USW00012876,54.12550220762574
4724,OS147,Osceola,Tree,28.175,-80.89333333,1,1,0,1,0,1,Failed,2022,USW00012815,50.104231740129855
4725,OS148,Osceola,Tree,28.193,-81.28966667,1,1,1,2,2,0,Successful,2022,USW00012815,25.269609443916796
4726,OS149,Osceola,Tree,28.19933333,-81.34966667,1,1,1,1,1,0,Successful,2022,USW00012815,24.467173169055464
4727,OS150,Osceola,Tree,28.27283333,-81.32433333,1,1,0,0,0,0,Failed,2022,USW00012815,16.166294695112587
4728,OS152,Osceola,Tree,27.886546,-81.17869838,0,0,0,0,0,0,Inactive,2022,USW00012876,60.01103071401841
4729,OS155,Osceola,Tree,28.31933333,-81.2315,1,1,1,1,1,0,Successful,2022,USW00012815,14.24936761891749
4730,OS156,Osceola,Tree,28.22166667,-81.36883333,1,1,1,2,2,0,Successful,2022,USW00012815,22.28951321937915
4731,OS162,Osceola,Tree,28.241124,-81.355915,0,0,0,0,0,0,Inactive,2022,USW00012815,19.93643437596098
4732,OS166,Osceola,Tree,27.896,-81.145333,1,1,0,0,0,0,Failed,2022,USW00012815,60.65617957214953
4733,OS167,Osceola,Tree,28.33683333,-81.33616667,1,1,1,2,2,0,Successful,2022,USW00012815,9.126091317414735
4734,OS169,Osceola,Tree,28.26666667,-81.34666667,1,1,1,2,2,0,Successful,2022,USW00012815,16.995702543584084
4735,OS170,Osceola,Tree,27.932667,-81.2405,1,1,0,2,0,2,Failed,2022,USW00012876,52.67659168143086
4736,OS178,Osceola,Tree,28.2015,-81.3405,1,1,0,0,0,0,Failed,2022,USW00012815,24.151424463183552
4737,OS179,Osceola,Tree,28.26366667,-81.39616667,1,1,1,2,1,1,Successful,2022,USW00012815,18.575427080941363
4738,OS180,Osceola,Tree,28.31833333,-81.41166667,1,1,1,2,2,0,Successful,2022,USW00012815,14.025629509425281
4739,OS185,Osceola,Tree,28.22016667,-81.33966667,1,1,1,1,1,0,Successful,2022,USW00012815,22.075006660060588
4740,OS187,Osceola,Tree,28.06916667,-81.04683333,1,1,1,1,1,0,Successful,2022,USW00012815,47.373776654564914
4741,OS193,Osceola,Artificial Substrate,28.341667,-81.628833,1,1,1,1,1,0,Successful,2022,USW00012815,31.000982742377513
4742,OS194,Osceola,Artificial Substrate,28.21883333,-81.31983333,1,1,1,1,1,0,Successful,2022,USW00012815,22.174805825912966
4743,OS205,Osceola,Tree,28.275046,-81.386802,1,1,1,1,1,0,Successful,2022,USW00012815,17.060780505584663
4744,OS206,Osceola,Tree,28.27433333,-81.34716667,0,0,0,0,0,0,Destroyed,2022,USW00012815,16.157539103241277
4745,OS213,Osceola,Tree,28.19333,-81.43667,0,0,0,0,0,0,Failed,2022,USW00012815,27.326185064153588
4746,OS214,Osceola,Artificial Substrate,28.341982,-81.304528,0,0,0,0,0,0,Inactive,2022,USW00012815,8.691487730928712
4747,OS215,Osceola,Tree,28.251169,-81.374509,0,0,0,0,0,0,Inactive,2022,USW00012815,19.218532647916813
4748,OS216,Osceola,Tree,28.281671,-81.329455,1,1,1,1,1,0,Successful,2022,USW00012815,15.192516394106413
4749,OS217,Osceola,Tree,27.905467,-81.177672,1,0,0,0,0,0,Failed,2022,USW00012815,58.795538749060135
4750,OS218,Osceola,Tree,27.91015,-81.10858,1,1,1,2,2,0,Successful,2022,USW00012815,60.31710903828407
4751,OS219,Osceola,Tree,27.9534735,-81.203027,1,1,1,2,2,0,Successful,2022,USW00012815,53.02305427485889
4752,OS220,Osceola,Tree,27.938506,-81.211433,1,1,0,2,0,2,Failed,2022,USW00012815,54.473551778020955
4753,OS221,Osceola,Tree,28.214641,-81.366146,0,0,0,0,0,0,Inactive,2022,USW00012815,23.007589485482765
4754,OS222,Osceola,Artificial Substrate,28.299499,-81.363461,0,0,0,0,0,0,Inactive,2022,USW00012815,13.75073990665595
4755,OS223,Osceola,Tree,28.276851,-81.249022,0,0,0,0,0,0,Inactive,2022,USW00012815,17.353051435199497
4756,OS225,Osceola,Tree,27.88391135,-81.05431228,0,0,0,0,0,0,Inactive,2022,USW00012815,65.03547304232363
4757,OS226,Osceola,Tree,27.8981348,-81.082633,1,1,1,1,1,0,Successful,2022,USW00012815,62.489357938961014
4758,OS227,Osceola,Tree,28.12464164,-81.41134515,1,1,1,1,1,0,Successful,2022,USW00012815,33.743309445718324
4759,OS229,Osceola,Tree,28.033656,-81.350233,1,1,1,1,1,0,Successful,2022,USW00012876,40.02162811997126
4760,OS230,Osceola,Tree,27.8825,-81.048611,1,1,1,2,2,0,Successful,2022,USW00012815,65.40779468170908
4761,OS231,Osceola,Tree,28.27084,-81.6174,1,1,1,1,1,0,Successful,2022,USW00012876,27.006654814882644
4762,OS232,Osceola,Tree,28.188373,-81.418397,0,0,0,0,0,0,Inactive,2022,USW00012815,27.173081914604317
4763,OS233,Osceola,Tree,27.897121,-81.086759,0,0,0,0,0,0,Inactive,2022,USW00012815,62.44187075701039
4764,OS234,Osceola,Artificial Substrate,28.241449,-81.259401,1,1,1,2,1,1,Successful,2022,USW00012815,20.65186184698158
4765,OS235,Osceola,Tree,27.90832,-81.121275,1,1,1,2,2,0,Successful,2022,USW00012815,60.08452899
4766,OS236,Osceola,Tree,28.237217,-81.421534,1,1,1,1,1,0,Successful,2022,USW00012815,22.27050768974818
4767,OS237,Osceola,Tree,28.193089,-81.418808,1,1,0,2,0,2,Failed,2022,USW00012815,26.694325491505992
4768,OS910,Osceola,Tree,27.908207,-81.130393,0,0,0,0,0,0,Inactive,2022,USW00012815,59.80656908661947
4769,OS915,Osceola,Tree,27.905088,-81.096243,1,1,1,2,2,0,Successful,2022,USW00012815,61.275311271055116
4770,OS917,Osceola,Artificial Substrate,28.323621,-81.338915,1,1,1,1,1,0,Successful,2022,USW00012815,10.61794203858562
4771,OS921,Osceola,Tree,28.264794,-81.379028,1,1,1,2,2,0,Successful,2022,USW00012815,17.88621280724299
4772,PB001,Palm Beach,Tree,26.682439,-80.763379,1,1,1,3,3,0,Successful,2022,USC00085895,36.614332011198286
4773,PB004,Palm Beach, Tree,26.91133333,-80.5165,0,0,0,0,0,0,Destroyed,2022,USW00012844,48.46079535
4774,PB006,Palm Beach,Tree,26.799812,-80.171142,1,1,1,2,1,1,Successful,2022,USW00012844,14.620697225562028
4775,PB008,Palm Beach,Tree,26.8705,-80.39777,1,1,1,2,1,1,Successful,2022,USW00012844,36.10540939804724
4776,PB011,Palm Beach,Tree,26.86818,-80.46239,1,1,1,1,1,0,Successful,2022,USW00012844,41.40646258305362
4777,PB013,Palm Beach,Tree,26.615731,-80.258322,1,1,1,2,2,0,Successful,2022,USW00012844,17.59651935369205
4778,PB014,Palm Beach,Tree,26.741667,-80.69,1,1,1,2,2,0,Successful,2022,USC00085895,40.91384616747305
4779,PB016,Palm Beach,Tree,26.91534,-80.5397,0,0,0,0,0,0,Inactive,2022,USW00012844,50.66605674544887
4780,PB017,Palm Beach,Tree,26.843324,-80.388647,1,1,1,1,1,0,Successful,2022,USW00012844,33.69670230694138
4781,PB018,Palm Beach,Tree,26.546111,-80.171842,1,1,1,3,3,0,Successful,2022,USW00012844,17.059667229094295
4782,PB020,Palm Beach,Tree,26.92133333,-80.43583333,1,1,1,2,2,0,Successful,2022,USW00012844,42.50157883114436
4783,PB023,Palm Beach,Tree,,,1,1,1,1,1,0,Successful,2022,none,100000
4784,PB026,Palm Beach,Tree,26.850967,-80.61525,1,1,1,2,2,0,Successful,2022,USC00085895,46.83863351245457
4785,PB027,Palm Beach,Tree,26.5730203,-80.21095172,1,1,0,0,0,0,Failed,2022,USW00012844,16.695937730434657
4786,PB030,Palm Beach,Tree,26.7506,-80.1421,0,0,0,0,0,0,Inactive,2022,USW00012844,8.439122651340748
4787,PB031,Palm Beach,Tree,26.611622,-80.837354,1,0,0,0,0,0,Failed,2022,USC00085895,35.504919441852444
4788,PB032,Palm Beach,Tree,26.83916667,-80.3015,0,0,0,0,0,0,Inactive,2022,USW00012844,26.400408314156156
4789,PB033,Palm Beach,Artificial Substrate,26.407659,-80.129126,1,1,1,1,1,0,Successful,2022,USW00092805,18.025899966466373
4790,PB034,Palm Beach,Tree,26.660741,-80.629021,1,1,1,2,2,0,Successful,2022,USC00085895,49.669642770596205
4791,PB035,Palm Beach,Tree,26.85656,-80.135312,1,1,1,2,2,0,Successful,2022,USW00012844,19.400016152443644
4792,PB036,Palm Beach,Tree,26.700664,-80.711739,1,1,1,1,1,0,Successful,2022,USC00085895,40.36641315736934
4793,PB037,Palm Beach,Tree,,,1,1,1,2,2,0,Successful,2022,none,100000
4794,PB038,Palm Beach,Tree,,,1,1,1,1,1,0,Successful,2022,none,100000
4795,PB041,Palm Beach,Tree,26.502333,-80.104083,1,1,1,1,1,0,Successful,2022,USW00012844,20.328637662923114
4796,PB042,Palm Beach,Tree,26.92316,-80.13603,1,0,0,0,0,0,Failed,2022,USW00012844,26.722551903549924
4797,PB914,Palm Beach,Tree,26.573059,-80.112323,1,1,0,0,0,0,Failed,2022,USW00012844,12.526717681944497
4798,PB921,Palm Beach,Tree,26.721826,-80.849464,1,1,1,1,1,0,Successful,2022,USC00085895,27.011239956908028
4799,PB983,Palm Beach,Tree,26.546871,-80.076187,0,0,0,0,0,0,Destroyed,2022,USW00012844,15.539416889374811
4800,PI004,Pinellas,Tree,28.079833,-82.704167,0,0,0,0,0,0,Failed,2022,USC00088824,9.409340861
4801,PI005,Pinellas,Tree,28.119833,-82.721833,1,1,1,1,1,0,Successful,2022,USC00088824,4.776871578241934
4802,PI013,Pinellas,Artificial Substrate,27.860167,-82.771333,1,1,0,0,0,0,Failed,2022,USW00012873,10.247394975711943
4803,PI014,Pinellas,Artificial Substrate,27.7271322,-82.6762283,1,1,0,0,0,0,Failed,2022,USW00092806,6.772940269688779
4804,PI020,Pinellas,Tree,28.01129547,-82.77227551,1,1,0,0,0,0,Failed,2022,USW00012873,13.896447705202961
4805,PI021,Pinellas,Artificial Substrate,27.83583333,-82.67566667,1,1,1,2,2,0,Successful,2022,USW00012873,8.585654436
4806,PI023,Pinellas,Tree,28.211564,-82.850316,1,1,1,2,2,0,Successful,2022,USC00088824,11.53205163364958
4807,PI025,Pinellas,Artificial Substrate,27.918063,-82.701756,1,1,1,2,2,0,Successful,2022,USW00012873,1.706268746443051
4808,PI029,Pinellas,Artificial Substrate,27.9315,-82.733333,1,1,0,2,0,2,Failed,2022,USW00012873,5.145897012535207
4809,PI030,Pinellas,Artificial Substrate,28.171333,-82.653333,1,1,1,1,1,0,Successful,2022,USC00088824,10.074933824237966
4810,PI031,Pinellas,Artificial Substrate,27.763667,-82.699,0,0,0,0,0,0,Inactive,2022,USW00092806,7.233824818524118
4811,PI032,Pinellas,Artificial Substrate,27.9905,-82.697,1,1,0,0,0,0,Failed,2022,USW00012873,8.740316277401693
4812,PI034,Pinellas,Tree,28.14,-82.736833,1,1,0,0,0,0,Failed,2022,USC00088824,2.150072111687964
4813,PI035,Pinellas,Artificial Substrate,27.730167,-82.639667,1,1,1,3,2,1,Successful,2022,USW00092806,4.475991608402465
4814,PI037,Pinellas,Tree,27.9655,-82.696667,0,0,0,0,0,0,Inactive,2022,USW00012873,5.988203516764637
4815,PI039,Pinellas,Tree,28.08133333,-82.82966667,1,1,1,2,1,1,Successful,2022,USC00088824,10.841717831702168
4816,PI040,Pinellas,Artificial Substrate,27.899961,-82.763826,1,1,1,1,1,0,Successful,2022,USW00012873,7.8181094348794895
4817,PI043,Pinellas,Artificial Substrate,27.8515,-82.811833,1,1,1,2,1,1,Successful,2022,USW00012873,14.147063622835082
4818,PI045,Pinellas,Tree,28.165964,-82.757695,1,1,1,1,1,0,Successful,2022,USC00088824,1.5720093374985775
4819,PI047,Pinellas,Artificial Substrate,27.863,-82.697,1,1,1,1,1,0,Successful,2022,USW00012873,5.6234619971962525
4820,PI050,Pinellas,Artificial Substrate,27.810667,-82.787667,1,1,1,2,2,0,Successful,2022,USW00012873,15.13663959999503
4821,PI051,Pinellas,Tree,28.129324,-82.717718,1,1,0,0,0,0,Failed,2022,USC00088824,4.360647886925466
4822,PI052,Pinellas,Artificial Substrate,28.125833,-82.748333,1,0,0,0,0,0,Failed,2022,USC00088824,2.985951873012198
4823,PI053,Pinellas,Artificial Substrate,27.820667,-82.633167,1,1,1,2,2,0,Successful,2022,USW00092806,5.850587444679186
4824,PI054,Pinellas,Artificial Substrate,27.894167,-82.802833,1,1,1,2,2,0,Successful,2022,USW00012873,11.70495590522132
4825,PI055,Pinellas,Artificial Substrate,27.757252,-82.634702,1,1,1,1,1,0,Successful,2022,USW00092806,1.531017129178961
4826,PI056,Pinellas,Tree,27.8305,-82.722667,0,0,0,0,0,0,Destroyed,2022,USW00012873,9.826013729445313
4827,PI057,Pinellas,Artificial Substrate,28.000901,-82.696783,1,1,1,2,2,0,Successful,2022,USW00012873,9.885954204996915
4828,PI058,Pinellas,Artificial Substrate,28.059667,-82.7015,1,1,1,2,2,0,Successful,2022,USC00088824,11.502019590665913
4829,PI059,Pinellas,Artificial Substrate,27.63916667,-82.73433333,1,1,0,0,0,0,Failed,2022,USW00092806,17.920466835202692
4830,PI061,Pinellas,Artificial Substrate,27.868812,-82.743782,1,1,1,2,2,0,Successful,2022,USW00012873,7.510364761161664
4831,PI064,Pinellas,Artificial Substrate,27.799833,-82.669833,1,1,1,2,2,0,Successful,2022,USW00092806,5.570334440302641
4832,PI066,Pinellas,Artificial Substrate,28.128195,-82.652707,1,1,1,1,1,0,Successful,2022,USC00088824,10.266858304787489
4833,PI067,Pinellas,Tree,28.10694,-82.71264,1,1,1,2,1,1,Successful,2022,USC00088824,6.455603859448843
4834,PI068,Pinellas,Tree,28.068384,-82.777237,0,0,0,0,0,0,Inactive,2022,USC00088824,9.604612877724037
4835,PI069,Pinellas,Tree,28.1152,-82.7371,1,1,1,2,2,0,Successful,2022,USC00088824,4.433301470724601
4836,PI070,Pinellas,Artificial Substrate,27.894333,-82.660167,1,1,0,0,0,0,Failed,2022,USW00012873,3.213229342812315
4837,PI071,Pinellas,Tree,28.114967,-82.722504,1,1,1,1,1,0,Successful,2022,USC00088824,5.1579336480366225
4838,PI072,Pinellas,Artificial Substrate,27.973097,-82.728664,1,1,1,2,1,1,Successful,2022,USW00012873,7.9538322515082855
4839,PI073,Pinellas,Tree,28.152445,-82.725514,0,0,0,0,0,0,Inactive,2022,USC00088824,2.773252000500704
4840,PI075,Pinellas,Artificial Substrate,27.716596,-82.653403,1,1,1,2,2,0,Successful,2022,USW00092806,6.380831247607174
4841,PI076,Pinellas,Artificial Substrate,27.947193,-82.799708,1,1,1,2,2,0,Successful,2022,USW00012873,11.85836398145689
4842,PI903,Pinellas,Artificial Substrate,28.046718,-82.680054,0,0,0,0,0,0,Inactive,2022,USC00088824,13.785040634531615
4843,PI911,Pinellas,Artificial Substrate,27.895649,-82.777897,0,0,0,0,0,0,Taken,2022,USW00012873,9.267186084
4844,PI921,Pinellas,Artificial Substrate,28.066014,-82.774091,1,1,1,2,2,0,Successful,2022,USC00088824,9.793361552457768
4845,PI964,Pinellas,Artificial Substrate,27.778285,-82.735598,0,0,0,0,0,0,Inactive,2022,USW00092806,10.869228795266825
4846,PI983,Pinellas,Tree,28.1717126,-82.781918,0,0,0,0,0,0,Destroyed,2022,USC00088824,3.5045018138169954
4847,PO003,Polk,Tree,28.05115,-81.427483,1,1,0,1,0,1,Failed,2022,USW00012876,32.33914715835317
4848,PO012,Polk,Tree,27.92655,-81.3648,0,0,0,0,0,0,Inactive,2022,USW00012876,41.308638135433995
4849,PO016,Polk,Tree,28.056383,-81.433467,1,1,1,1,1,0,Successful,2022,USW00012876,31.73604854103242
4850,PO019,Polk,Tree,28.0385,-81.395833,0,0,0,0,0,0,Taken,2022,USW00012876,35.51816456339719
4851,PO022,Polk,Tree,28.046167,-81.422167,1,1,0,0,0,0,Failed,2022,USW00012876,32.88506341729464
4852,PO023,Polk,Tree,27.672383,-81.393367,1,1,1,2,2,0,Successful,2022,USW00012876,56.10215413663713
4853,PO025,Polk,Tree,28.035667,-81.386667,0,0,0,0,0,0,Inactive,2022,USW00012876,36.43923803698034
4854,PO032,Polk,Artificial Substrate,28.049305,-81.844583,0,0,0,0,0,0,Destroyed,2022,USW00012876,8.714019452459244
4855,PO039,Polk,Tree,27.985167,-81.867333,1,1,1,2,2,0,Successful,2022,USW00012876,13.76334775525446
4856,PO043,Polk,Artificial Substrate,27.954715,-81.795201,1,1,1,2,1,1,Successful,2022,USW00012876,12.443094668885275
4857,PO045,Polk,Artificial Substrate,27.931654,-81.853982,0,0,0,0,0,0,Destroyed,2022,USW00012876,17.291970400328758
4858,PO046,Polk,Artificial Substrate,27.985681,-81.892891,1,1,1,1,1,0,Successful,2022,USW00012883,15.50784824795587
4859,PO053,Polk,Tree,28.036833,-81.394,1,1,1,1,1,0,Successful,2022,USW00012876,35.71154311
4860,PO054,Polk,Tree,27.9710401,-81.497768,1,0,0,0,0,0,Failed,2022,USW00012876,27.343342772875737
4861,PO061,Polk,Tree,28.081167,-81.7075,1,1,1,1,1,0,Successful,2022,USW00012876,5.317969060872471
4862,PO067,Polk,Tree,28.0035,-81.682833,0,0,0,0,0,0,Inactive,2022,USW00012876,9.704115489
4863,PO071,Polk,Tree,27.84767,-81.97233,1,1,1,2,2,0,Successful,2022,USW00012883,18.577926812623314
4864,PO072,Polk,Artificial Substrate,27.661529,-81.785301,0,0,0,0,0,0,Taken,2022,USW00012876,44.54829874390791
4865,PO073,Polk,Tree,28.073736,-81.733772,1,1,1,1,1,0,Successful,2022,USW00012876,2.6483252786484037
4866,PO076,Polk,Tree,28.039567,-81.407583,1,1,0,0,0,0,Failed,2022,USW00012876,34.359406108742895
4867,PO083,Polk,Tree,28.068667,-81.393167,1,1,1,1,1,0,Successful,2022,USW00012876,35.69285097370183
4868,PO093,Polk,Artificial Substrate,27.978883,-81.396083,0,0,0,0,0,0,Taken,2022,USW00012876,36.580840327011046
4869,PO096,Polk,Tree,27.97488,-81.41604,0,0,0,0,0,0,Inactive,2022,USW00012876,34.80884014961861
4870,PO099,Polk,Tree,27.72016667,-81.404,1,1,1,2,2,0,Successful,2022,USW00012876,51.39959629689088
4871,PO106,Polk,Tree,27.81765,-81.48555,1,1,1,2,2,0,Successful,2022,USW00012876,38.008646975149645
4872,PO119,Polk,Artificial Substrate,28.0460801,-81.9155201,1,1,1,2,2,0,Successful,2022,USW00012883,14.159907365860583
4873,PO120,Polk,Tree,27.965167,-81.777,1,1,1,2,2,0,Successful,2022,USW00012876,10.878827336916666
4874,PO128,Polk,Tree,28.087134,-81.828248,1,1,0,0,0,0,Failed,2022,USW00012876,7.56906346
4875,PO139,Polk,Tree,27.826167,-81.554,1,1,0,0,0,0,Failed,2022,USW00012876,32.87871038634998
4876,PO146,Polk,Tree,27.92783,-81.35472,0,0,0,0,0,0,Inactive,2022,USW00012876,42.18186174173964
4877,PO149,Polk,Tree,28.069,-81.6935,1,1,1,1,1,0,Successful,2022,USW00012876,6.272561932216208
4878,PO157,Polk,Artificial Substrate,27.83,-81.89,0,0,0,0,0,0,Inactive,2022,USW00012883,24.58620864854941
4879,PO163,Polk,Tree,27.953833,-81.634833,0,0,0,0,0,0,Destroyed,2022,USW00012876,16.924828798379774
4880,PO164,Polk,Tree,27.832865,-81.468945,1,1,0,0,0,0,Failed,2022,USW00012876,38.01724424710337
4881,PO167,Polk,Tree,28.012259,-81.628561,1,1,1,2,2,0,Successful,2022,USW00012876,13.723369184756976
4882,PO171,Polk,Artificial Substrate,27.823253,-81.819856,1,1,1,2,1,1,Successful,2022,USW00012876,27.191414892427208
4883,PO193,Polk,Tree,28.1141829,-81.8210105,1,1,1,1,1,0,Successful,2022,USW00012876,8.608991535155846
4884,PO194,Polk,Tree,28.063833,-81.706333,1,1,1,1,1,0,Successful,2022,USW00012876,4.9634263635305835
4885,PO197,Polk,Tree,27.722698,-81.473989,0,0,0,0,0,0,Inactive,2022,USW00012876,46.80699504185088
4886,PO202,Polk,Tree,27.733747,-81.522446,0,0,0,0,0,0,Inactive,2022,USW00012876,43.10145585
4887,PO203,Polk,Artificial Substrate,27.895,-81.859667,1,1,1,2,2,0,Successful,2022,USW00012876,21.075877218435345
4888,PO207,Polk,Tree,27.646833,-81.164667,0,0,0,0,0,0,Inactive,2022,USW00012843,73.91859745626981
4889,PO208,Polk,Tree,28.064635,-81.733678,0,0,0,0,0,0,Taken,2022,USW00012876,2.301516154231709
4890,PO209,Polk,Artificial Substrate,27.920584,-81.728762,0,0,0,0,0,0,Destroyed,2022,USW00012876,15.895613354227967
4891,PO211,Polk,Tree,27.93882,-81.35234,1,1,1,2,2,0,Successful,2022,USW00012876,41.98639023
4892,PO214,Polk,Artificial Substrate,27.909667,-81.974833,1,1,1,1,1,0,Successful,2022,USW00012883,12.466015107594904
4893,PO217,Polk,Artificial Substrate,,,0,0,0,0,0,0,Inactive,2022,none,100000
4894,PO218,Polk,Artificial Substrate,27.9523886,-81.8714828,0,0,0,0,0,0,Destroyed,2022,USW00012876,16.53850478600576
4895,PO224,Polk,Tree,28.126915,-82.033368,1,1,1,2,2,0,Successful,2022,USW00012883,14.206370448923634
4896,PO225,Polk,Artificial Substrate,28.007453,-82.047642,1,1,1,2,2,0,Successful,2022,USW00012883,0.8604630673301261
4897,PO229,Polk,Tree,28.0258141,-81.8016334,1,1,1,1,1,0,Successful,2022,USW00012876,5.912375234459822
4898,PO230,Polk,Artificial Substrate,27.896333,-81.985167,0,0,0,0,0,0,Inactive,2022,USW00012883,13.169407284900899
4899,PO231,Polk,Tree,27.98932,-81.746853,1,1,1,1,1,0,Successful,2022,USW00012876,8.071355905122836
4900,PO232,Polk,Artificial Substrate,27.931667,-81.817833,0,0,0,0,0,0,Inactive,2022,USW00012876,15.616186559836617
4901,PO233,Polk,Artificial Substrate,27.817242,-81.597802,0,0,0,0,0,0,Inactive,2022,USW00012876,31.32052155574446
4902,PO236,Polk,Tree,27.985167,-81.683167,1,1,1,2,2,0,Successful,2022,USW00012876,11.139778315292581
4903,PO240,Polk,Artificial Substrate,28.051333,-81.815667,0,0,0,0,0,0,Inactive,2022,USW00012876,5.879477773858384
4904,PO241,Polk,Tree,27.719653,-81.462862,1,1,0,1,0,1,Failed,2022,USW00012876,47.73390708642253
4905,PO243,Polk,Artificial Substrate,28.044833,-82.030833,0,0,0,0,0,0,Inactive,2022,USW00012883,5.328416801
4906,PO249,Polk,Artificial Substrate,28.1557,-81.8325,1,1,1,2,2,0,Successful,2022,USW00012876,12.848636078925988
4907,PO251,Polk,Tree,27.983,-81.8215,0,0,0,0,0,0,Destroyed,2022,USW00012876,10.780728822929964
4908,PO254,Polk,Tree,27.6703,-81.5787,1,1,1,2,1,1,Successful,2022,USW00012876,46.87854227549288
4909,PO255,Polk,Tree,28.30044,-81.817992,0,0,0,0,0,0,Destroyed,2022,USW00012876,27.250736149889967
4910,PO256,Polk,Tree,28.115129,-81.953713,1,1,1,2,2,0,Successful,2022,USW00012883,15.910900226953636
4911,PO258,Polk,Artificial Substrate,27.929124,-81.542049,1,1,1,1,1,0,Successful,2022,USW00012876,25.709629033015638
4912,PO259,Polk,Artificial Substrate,28.023563,-81.730029,1,1,0,0,0,0,Failed,2022,USW00012876,4.959505497
4913,PO260,Polk,Tree,28.039752,-81.663724,1,1,1,2,2,0,Successful,2022,USW00012876,9.448671422688497
4914,PO262,Polk,Tree,28.032614,-81.956662,1,1,0,0,0,0,Failed,2022,USW00012883,9.854071846795662
4915,PO265,Polk,Tree,27.879569,-81.838039,1,0,0,0,0,0,Failed,2022,USW00012876,21.731316143913396
4916,PO266,Polk,Tree,27.825858,-81.453856,1,1,1,2,2,0,Successful,2022,USW00012876,39.643336717955606
4917,PO267,Polk,Artificial Substrate,28.029048,-81.649522,0,0,0,0,0,0,Inactive,2022,USW00012876,11.12834696
4918,PO270,Polk,Tree,28.083879,-81.816336,1,1,1,2,1,1,Successful,2022,USW00012876,6.3513003608211545
4919,PO271,Polk,Tree,27.9507,-81.354283,1,1,0,0,0,0,Failed,2022,USW00012876,41.39217733790604
4920,PO272,Polk,Tree,27.9338,-81.36155,1,1,1,1,1,0,Successful,2022,USW00012876,41.32129065328907
4921,PO273,Polk,Tree,27.92847,-81.38107,0,0,0,0,0,0,Inactive,2022,USW00012876,39.74412086144414
4922,PO274,Polk,Tree,27.96679,-81.39262,0,0,0,0,0,0,Inactive,2022,USW00012876,37.268857953881344
4923,PO276,Polk,Tree,27.947325,-81.3575,1,1,1,1,1,0,Successful,2022,USW00012876,41.20527026610089
4924,PO278,Polk,Artificial Substrate,28.077533,-81.918793,1,1,1,1,1,0,Successful,2022,USW00012883,15.496728514800695
4925,PO279,Polk,Tree,27.687678,-81.89415991,1,1,1,2,2,0,Successful,2022,USW00012883,37.958603356174635
4926,PO280,Polk,Tree,27.93345,-81.37,0,0,0,0,0,0,Inactive,2022,USW00012876,40.55676541935648
4927,PO281,Polk,Tree,27.919689,-81.368567,1,1,0,1,0,1,Failed,2022,USW00012876,41.25063743281489
4928,PO282,Polk,Tree,27.924453,-81.372762,1,1,0,0,0,0,Failed,2022,USW00012876,40.668234825361274
4929,PO283,Polk,Tree,27.92593,-81.37629,0,0,0,0,0,0,Inactive,2022,USW00012876,40.28531076389668
4930,PO284,Polk,Tree,28.104091,-81.920901,1,1,1,2,2,0,Successful,2022,USW00012876,16.781417168196615
4931,PO285,Polk,Tree,27.8072,-81.566133,1,1,1,2,2,0,Successful,2022,USW00012876,33.90814078717835
4932,PO286,Polk,Tree,27.996341,-81.667434,1,1,1,1,1,0,Successful,2022,USW00012876,11.370795327423147
